Release date,Last Updated,CVE Number,CVE Number (Link),CVE Title,Impact,Max Severity,Tag,revision
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36052,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36052,Azure CLI REST Command Information Disclosure Vulnerability,Information Disclosure,Critical,Azure,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36050,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36050,Microsoft Exchange Server Spoofing Vulnerability,Spoofing,Important,Microsoft Exchange Server,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Jan 26, 2024",CVE-2023-36049,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36049,".NET, .NET Framework, and Visual Studio Elevation of Privilege Vulnerability",Elevation of Privilege,Important,.NET Framework,"{'versionrevisionDatedescription2.22024年1月26日Updated one or more CVSS scores for the affected products and added an FAQ explaining the vector string settings. This is an informational change only.\n2.12023年11月17日Updated the build numbers.  This is an informational update only.\n2.02023年11月16日Revised the Security Updates table to include PowerShell 7.2, PowerShell 7.3, and PowerShell 7.4 because these versions of PowerShell 7 are affected by this vulnerability. See https://github.com/PowerShell/Announcements/issues/54 for more information.\n1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36047,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36047,Windows Authentication Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Authentication Methods,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36046,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36046,Windows Authentication Denial of Service Vulnerability,Denial of Service,Important,Windows Authentication Methods,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36045,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36045,Microsoft Office Graphics Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36043,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36043,Open Management Infrastructure Information Disclosure Vulnerability,Information Disclosure,Critical,Open Management Infrastructure,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Jan 9, 2024",CVE-2023-36042,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36042,Visual Studio Denial of Service Vulnerability,Remote Code Execution,Important,Visual Studio,"{'versionrevisionDatedescription', 'versionrevisionDatedescription2.02024年1月9日In the Security Updates table, added .NET Framework 3.5 and 4.8.1 installed on all supported versions of the following: Windows 10 version 21H2, Windows 10 version 22H2, Windows Server 2022, Windows 11 version 21H2, Windows 11 version 22H2, Windows 11 version 23H2, and Windows Server Windows Server 2022, 23H2 Edition (Server Core installation) as .NET Framework 4.8.1 is affected by this vulnerability. Microsoft recommends that customers install the January 2024 updates to be fully protected from this vulnerability. Customers whose systems are configured to receive automatic updates do not need to take any further action.\n1.02023年11月14日Information published.'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36041,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36041,Microsoft Excel Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Excel,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36039,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36039,Microsoft Exchange Server Spoofing Vulnerability,Spoofing,Important,Microsoft Exchange Server,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36038,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36038,ASP.NET Core Denial of Service Vulnerability,Denial of Service,Important,ASP.NET,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36037,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36037,Microsoft Excel Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Microsoft Office Excel,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36036,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36036,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Cloud Files Mini Filter Driver,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Dec 4, 2023",CVE-2023-36035,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36035,Microsoft Exchange Server Spoofing Vulnerability,Spoofing,Important,Microsoft Exchange Server,"{'versionrevisionDatedescription1.12023年12月4日Added an acknowledgement. This is an informational change only.\n1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 2, 2023","Nov 2, 2023",CVE-2023-36034,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36034,Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability,Remote Code Execution,Moderate,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02023年11月2日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36033,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36033,Windows DWM Core Library Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows DWM Core Library,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36031,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36031,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36030,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36030,Microsoft Dynamics 365 Sales Spoofing Vulnerability,Spoofing,Important,Microsoft Dynamics 365 Sales,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 2, 2023","Nov 2, 2023",CVE-2023-36029,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36029,Microsoft Edge (Chromium-based) Spoofing Vulnerability,Spoofing,Moderate,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02023年11月2日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36028,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36028,Microsoft Protected Extensible Authentication Protocol (PEAP) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Protected EAP (PEAP),"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 10, 2023","Nov 10, 2023",CVE-2023-36027,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36027,Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02023年11月10日Information published.', 'versionrevisionDatedescription'}"
"Nov 16, 2023","Nov 16, 2023",CVE-2023-36026,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36026,Microsoft Edge (Chromium-based) Spoofing Vulnerability,Spoofing,Moderate,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02023年11月16日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 22, 2023",CVE-2023-36025,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36025,Windows SmartScreen Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows SmartScreen,"{'versionrevisionDatedescription1.12023年11月22日For informational accuracy, updated the Publicly Disclosed information.\n1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 9, 2023","Nov 9, 2023",CVE-2023-36024,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36024,Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02023年11月9日Information published.', 'versionrevisionDatedescription'}"
"Nov 2, 2023","Nov 2, 2023",CVE-2023-36022,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36022,Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability,Remote Code Execution,Moderate,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02023年11月2日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36021,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36021,Microsoft On-Prem Data Gateway Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Azure,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-36020,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36020,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Feb 16, 2024",CVE-2023-36019,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36019,Microsoft Power Platform Connector Spoofing Vulnerability,Spoofing,Critical,Microsoft Power Platform Connector,"{'versionrevisionDatedescription1.22024年2月16日Added clarifying information to the mitigation. This is an informational change only.\n1.12024年2月13日Updated the mitigation to inform customers with existing OAuth 2.0 connectors that these connectors must be updated to use a per-connector redirect URI by March 29, 2024. After March 29, 2024, users will no longer be able to create connections to or use existing OAuth 2.0 custom connectors that have not been updated. For more information see https://learn.microsoft.com/en-us/connectors/custom-connectors/#21-oauth-20. This is an informational change only.\n1.02023年12月12日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Jan 18, 2024",CVE-2023-36018,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36018,Visual Studio Code Jupyter Extension Spoofing Vulnerability,Spoofing,Important,Visual Studio Code,"{'versionrevisionDatedescription1.12024年1月18日Added acknowledgements. This is an informational change only.\n1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36017,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36017,Windows Scripting Engine Memory Corruption Vulnerability,Remote Code Execution,Important,Windows Scripting,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36016,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36016,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Nov 9, 2023","Nov 9, 2023",CVE-2023-36014,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36014,Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability,Remote Code Execution,Moderate,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02023年11月9日Information published.', 'versionrevisionDatedescription'}"
"Nov 17, 2023","Nov 17, 2023",CVE-2023-36013,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36013,PowerShell Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft PowerShell,"{'versionrevisionDatedescription1.02023年11月17日Information published.', 'versionrevisionDatedescription'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-36012,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36012,DHCP Server Service Information Disclosure Vulnerability,Information Disclosure,Important,Windows DHCP Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-36011,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36011,Win32k Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Win32K,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-36010,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36010,Microsoft Defender Denial of Service Vulnerability,Denial of Service,Important,Windows Defender,"{'versionrevisionDatedescription1.02023年12月12日Information published.', 'versionrevisionDatedescription'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-36009,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36009,Microsoft Word Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Office Word,"{'versionrevisionDatedescription1.02023年12月12日Information published.', 'versionrevisionDatedescription'}"
"Nov 16, 2023","Nov 16, 2023",CVE-2023-36008,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36008,Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability,Remote Code Execution,Moderate,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02023年11月16日Information published.', 'versionrevisionDatedescription'}"
"Nov 14, 2023","Nov 14, 2023",CVE-2023-36007,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36007,Microsoft Send Customer Voice survey from Dynamics 365 Spoofing Vulnerability,Spoofing,Important,Microsoft Dynamics,"{'versionrevisionDatedescription1.02023年11月14日Information published.', 'versionrevisionDatedescription'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-36006,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36006,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-36005,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36005,Windows Telephony Server Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Telephony Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-36004,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36004,Windows DPAPI (Data Protection Application Programming Interface) Spoofing Vulnerability,Spoofing,Important,Windows DPAPI (Data Protection Application Programming Interface),"{'versionrevisionDatedescription1.02023年12月12日Information published.', 'versionrevisionDatedescription'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-36003,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36003,XAML Diagnostics Elevation of Privilege Vulnerability,Elevation of Privilege,Important,XAML Diagnostics,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35644,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35644,Windows Sysmain Service Elevation of Privilege,Elevation of Privilege,Important,Windows Kernel-Mode Drivers,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35643,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35643,DHCP Server Service Information Disclosure Vulnerability,Information Disclosure,Important,Windows DHCP Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35642,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35642,Internet Connection Sharing (ICS) Denial of Service Vulnerability,Denial of Service,Important,Windows Internet Connection Sharing (ICS),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 13, 2023",CVE-2023-35641,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35641,Internet Connection Sharing (ICS) Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Internet Connection Sharing (ICS),"{'versionrevisionDatedescription1.12023年12月13日Added mitigation.  This is an informational change only.\n1.02023年12月12日Information published.', 'versionrevisionDatedescription'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35639,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35639,Microsoft ODBC Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows ODBC Driver,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35638,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35638,DHCP Server Service Denial of Service Vulnerability,Denial of Service,Important,Windows DHCP Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35636,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35636,Microsoft Outlook Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Office Outlook,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35635,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35635,Windows Kernel Denial of Service Vulnerability,Denial of Service,Important,Windows Kernel,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35634,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35634,Windows Bluetooth Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Bluetooth Driver,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35633,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35633,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35632,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35632,Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Internet Connection Sharing (ICS),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35631,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35631,Win32k Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Win32K,"{'versionrevisionDatedescription1.02023年12月12日Information published.', 'versionrevisionDatedescription'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35630,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35630,Internet Connection Sharing (ICS) Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Internet Connection Sharing (ICS),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35629,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35629,Microsoft USBHUB 3.0 Device Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows USB Mass Storage Class Driver,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35628,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35628,Windows MSHTML Platform Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows MSHTML Platform,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35625,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35625,Azure Machine Learning Compute Instance for SDK Users Information Disclosure Vulnerability,Information Disclosure,Important,Azure Machine Learning,"{'versionrevisionDatedescription1.02023年12月12日Information published.', 'versionrevisionDatedescription'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35624,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35624,Azure Connected Machine Agent Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure Connected Machine Agent,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35622,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35622,Windows DNS Spoofing Vulnerability,Spoofing,Important,Microsoft Windows DNS,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35621,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35621,Microsoft Dynamics 365 Finance and Operations Denial of Service Vulnerability,Denial of Service,Important,Microsoft Dynamics,"{'versionrevisionDatedescription1.02023年12月12日Information published.', 'versionrevisionDatedescription'}"
"Dec 12, 2023","Dec 12, 2023",CVE-2023-35619,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35619,Microsoft Outlook for Mac Spoofing Vulnerability,Spoofing,Important,Microsoft Office Outlook,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年12月12日Information published.'}"
"Dec 7, 2023","Dec 14, 2023",CVE-2023-35618,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35618,Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability,Elevation of Privilege,Moderate,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.12023年12月14日Added FAQ to indicate the version numbers for this CVE. This is an informational change only.\n1.02023年12月7日Information published.', 'versionrevisionDatedescription'}"
"Aug 8, 2023","Oct 17, 2023",CVE-2023-35391,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35391,ASP.NET Core SignalR and Visual Studio Information Disclosure Vulnerability,Information Disclosure,Important,ASP.NET and Visual Studio,"{'versionrevisionDatedescription1.12023年10月17日Updated one or more CVSS scores for the affected products and added an FAQ explaining the vector string settings. This is an informational change only.\n1.02023年8月8日Information published.', 'versionrevisionDatedescription'}"
"Aug 8, 2023","Oct 17, 2023",CVE-2023-35383,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35383,Microsoft Message Queuing Information Disclosure Vulnerability,Information Disclosure,Important,Windows Message Queuing,"{'versionrevisionDatedescription1.12023年10月17日Added mitigation.  This is an informational change only.\n1.02023年8月8日Information published.', 'versionrevisionDatedescription'}"
"Aug 8, 2023","Mar 12, 2024",CVE-2023-35372,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35372,Microsoft Office Visio Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Visio,"{'versionrevisionDatedescription', 'versionrevisionDatedescription2.02024年3月12日In the Security Updates table added Microsoft Visio 2016 (32-bit edition) and Microsoft Visio 2016 (64-bit edition) as these versions of Visio are also affected by the vulnerability. Microsoft strongly recommends that customers running any of these versions of Visio  install the updates to be fully protected from the vulnerability. Customers whose systems are configured to receive automatic updates do not need to take any further action.\n1.02023年8月8日Information published.'}"
"Sep 12, 2023","Sep 12, 2023",CVE-2023-35355,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35355,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Cloud Files Mini Filter Driver,"{'versionrevisionDatedescription1.02023年9月12日Information published.', 'versionrevisionDatedescription'}"
"Oct 10, 2023","Oct 10, 2023",CVE-2023-35349,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35349,Microsoft Message Queuing (MSMQ) Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Message Queuing,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02023年10月10日Information published.'}"
"Jul 11, 2023","Feb 14, 2024",CVE-2023-35297,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35297,Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows PGM,"{'versionrevisionDatedescription1.12024年2月14日Updated one or more CVSS scores for the affected products and added an FAQ explaining the vector string settings. This is an informational change only.\n1.02023年7月11日Information published.', 'versionrevisionDatedescription'}"
"Sep 12, 2023","Sep 12, 2023",CVE-2023-33136,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33136,Azure DevOps Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Azure DevOps,"{'versionrevisionDatedescription1.02023年9月12日Information published.', 'versionrevisionDatedescription'}"
"Jul 11, 2023","Sep 12, 2023",CVE-2023-32051,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32051,Raw Image Extension Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Windows Codecs Library,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.12023年9月12日Added acknowledgements. This is an informational change only.\n1.02023年7月11日Information published.'}"
"Jun 15, 2023","Jan 9, 2024",CVE-2023-32028,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32028,Microsoft SQL OLE DB Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription2.02024年1月9日In the Security Updates table, added Microsoft Visual Studio 2019 version 16.11, Visual Studio 2022 version 17.2, Visual Studio 2022 version 17.4, Visual Studio 2022 version 17.6, and Visual Studio 2022 version 17.8 because these products are also affected by this vulnerability. Microsoft strongly recommends that customers running any of these products install the updates to be fully protected from the vulnerability. Customers whose systems are configured to receive automatic updates do not need to take any further action.\n1.22023年10月11日Updated product information in the Software Update table. This is an informational change only.\n1.12023年7月11日Added an FAQ to inform customers who have installed Microsoft SQL Server 2022 for x64-based Systems (GDR) or Microsoft SQL Server 2019 for x64-based Systems (GDR) are vulnerable. Microsoft recommends updating to the latest cumulative update to be protected from this vulnerability.\n1.02023年6月15日Information published.'}"
"Jun 15, 2023","Jan 9, 2024",CVE-2023-32027,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32027,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server,"{'versionrevisionDatedescription2.02024年1月9日In the Security Updates table, added Microsoft Visual Studio 2019 version 16.11, Visual Studio 2022 version 17.2, Visual Studio 2022 version 17.4, Visual Studio 2022 version 17.6, and Visual Studio 2022 version 17.8 because these products are also affected by this vulnerability. Microsoft strongly recommends that customers running any of these products install the updates to be fully protected from the vulnerability. Customers whose systems are configured to receive automatic updates do not need to take any further action.\n1.32023年10月11日Updated product information in the Software Update table. This is an informational change only.\n1.22023年7月26日Updated links to security updates.  This is an informational change only.\n1.12023年7月11日Added an FAQ to inform customers who have installed Microsoft SQL Server 2022 for x64-based Systems (GDR) or Microsoft SQL Server 2019 for x64-based Systems (GDR) are vulnerable. Microsoft recommends updating to the latest cumulative update to be protected from this vulnerability.\n1.02023年6月15日Information published.', 'versionrevisionDatedescription'}"
