Release date,Last Updated,CVE Number,CVE Number (Link),CVE Title,Impact,Max Severity,Tag
"Oct 13, 2023","Oct 13, 2023",CVE-2023-5484,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5484,Chromium: CVE-2023-5484 Inappropriate implementation in Navigation,,,Microsoft Edge (Chromium-based)
"Oct 13, 2023","Oct 13, 2023",CVE-2023-5483,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5483,Chromium: CVE-2023-5483 Inappropriate implementation in Intents,,,Microsoft Edge (Chromium-based)
"Nov 2, 2023","Nov 2, 2023",CVE-2023-5482,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5482,Chromium: CVE-2023-5482 Insufficient data validation in USB,,,Microsoft Edge (Chromium-based)
"Oct 13, 2023","Oct 13, 2023",CVE-2023-5481,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5481,Chromium: CVE-2023-5481 Inappropriate implementation in Downloads,,,Microsoft Edge (Chromium-based)
"Nov 2, 2023","Nov 2, 2023",CVE-2023-5480,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5480,Chromium: CVE-2023-5480 Inappropriate implementation in Payments,,,Microsoft Edge (Chromium-based)
"Oct 13, 2023","Oct 13, 2023",CVE-2023-5479,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5479,Chromium: CVE-2023-5479 Inappropriate implementation in Extensions API,,,Microsoft Edge (Chromium-based)
"Oct 13, 2023","Oct 13, 2023",CVE-2023-5478,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5478,Chromium: CVE-2023-5478 Inappropriate implementation in Autofill,,,Microsoft Edge (Chromium-based)
"Oct 13, 2023","Oct 13, 2023",CVE-2023-5477,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5477,Chromium: CVE-2023-5477 Inappropriate implementation in Installer,,,Microsoft Edge (Chromium-based)
"Oct 13, 2023","Oct 13, 2023",CVE-2023-5476,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5476,Chromium: CVE-2023-5476 Use after free in Blink History,,,Microsoft Edge (Chromium-based)
"Oct 13, 2023","Oct 13, 2023",CVE-2023-5475,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5475,Chromium: CVE-2023-5475 Inappropriate implementation in DevTools,,,Microsoft Edge (Chromium-based)
"Oct 13, 2023","Oct 13, 2023",CVE-2023-5474,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5474,Chromium: CVE-2023-5474 Heap buffer overflow in PDF,,,Microsoft Edge (Chromium-based)
"Oct 13, 2023","Oct 13, 2023",CVE-2023-5473,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5473,Chromium: CVE-2023-5473 Use after free in Cast,,,Microsoft Edge (Chromium-based)
"Oct 28, 2023","Oct 28, 2023",CVE-2023-5472,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5472,Chromium: CVE-2023-5472: Use after free in Profiles,,,Microsoft Edge (Chromium-based)
"Oct 5, 2023","Oct 5, 2023",CVE-2023-5346,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5346,Chromium: CVE-2023-5346 Type Confusion in V8,,,Microsoft Edge (Chromium-based)
"Oct 13, 2023","Oct 13, 2023",CVE-2023-5218,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5218,Chromium: CVE-2023-5218 Use after free in Site Isolation,,,Microsoft Edge (Chromium-based)
"Sep 30, 2023","Oct 20, 2023",CVE-2023-5217,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5217,Chromium: CVE-2023-5217 Heap buffer overflow in vp8 encoding in libvpx,,,Microsoft Edge (Chromium-based)
"Sep 30, 2023","Sep 30, 2023",CVE-2023-5187,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5187,Chromium: CVE-2023-5187 Use after free in Extensions,,,Microsoft Edge (Chromium-based)
"Sep 30, 2023","Sep 30, 2023",CVE-2023-5186,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-5186,Chromium: CVE-2023-5186 Use after free in Passwords,,,Microsoft Edge (Chromium-based)
"Jun 11, 2024","Jun 11, 2024",CVE-2023-50868,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-50868,MITRE: CVE-2023-50868 NSEC3 closest encloser proof can exhaust CPU,Denial of Service,Important,Microsoft Windows
"Feb 13, 2024","Feb 13, 2024",CVE-2023-50387,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-50387,MITRE: CVE-2023-50387 DNSSEC verification complexity can be exploited to exhaust CPU resources and stall DNS resolvers,Denial of Service,Important,Role: DNS Server
"Sep 15, 2023","Sep 15, 2023",CVE-2023-4909,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4909,Chromium: CVE-2023-4909 Inappropriate implementation in Interstitials,,,Microsoft Edge (Chromium-based)
"Sep 15, 2023","Sep 15, 2023",CVE-2023-4908,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4908,Chromium: CVE-2023-4908 Inappropriate implementation in Picture in Picture,,,Microsoft Edge (Chromium-based)
"Sep 15, 2023","Sep 15, 2023",CVE-2023-4907,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4907,Chromium: CVE-2023-4907 Inappropriate implementation in Intents,,,Microsoft Edge (Chromium-based)
"Sep 15, 2023","Sep 15, 2023",CVE-2023-4906,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4906,Chromium: CVE-2023-4906 Insufficient policy enforcement in Autofill,,,Microsoft Edge (Chromium-based)
"Sep 15, 2023","Sep 15, 2023",CVE-2023-4905,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4905,Chromium: CVE-2023-4905 Inappropriate implementation in Prompts,,,Microsoft Edge (Chromium-based)
"Sep 15, 2023","Sep 15, 2023",CVE-2023-4904,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4904,Chromium: CVE-2023-4904 Insufficient policy enforcement in Downloads,,,Microsoft Edge (Chromium-based)
"Sep 15, 2023","Sep 15, 2023",CVE-2023-4903,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4903,Chromium: CVE-2023-4903 Inappropriate implementation in Custom Mobile Tabs,,,Microsoft Edge (Chromium-based)
"Sep 15, 2023","Sep 15, 2023",CVE-2023-4902,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4902,Chromium: CVE-2023-4902 Inappropriate implementation in Input,,,Microsoft Edge (Chromium-based)
"Sep 15, 2023","Sep 15, 2023",CVE-2023-4901,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4901,Chromium: CVE-2023-4901 Inappropriate implementation in Prompts,,,Microsoft Edge (Chromium-based)
"Sep 15, 2023","Sep 15, 2023",CVE-2023-4900,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4900,Chromium: CVE-2023-4900 Inappropriate implementation in Custom Tabs,,,Microsoft Edge (Chromium-based)
"Sep 12, 2023","Nov 14, 2023",CVE-2023-4863,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4863,Chromium: CVE-2023-4863 Heap buffer overflow in WebP,,,Microsoft Edge (Chromium-based)
"Sep 8, 2023","Sep 8, 2023",CVE-2023-4764,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4764,Chromium: CVE-2023-4764 Incorrect security UI in BFCache,,,Microsoft Edge (Chromium-based)
"Sep 8, 2023","Sep 8, 2023",CVE-2023-4763,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4763,Chromium: CVE-2023-4763 Use after free in Networks,,,Microsoft Edge (Chromium-based)
"Sep 8, 2023","Sep 8, 2023",CVE-2023-4762,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4762,Chromium: CVE-2023-4762 Type Confusion in V8,,,Microsoft Edge (Chromium-based)
"Sep 8, 2023","Sep 8, 2023",CVE-2023-4761,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4761,Chromium: CVE-2023-4761 Out of bounds memory access in FedCM,,,Microsoft Edge (Chromium-based)
"Sep 1, 2023","Sep 1, 2023",CVE-2023-4572,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-4572,Chromium: CVE-2023-4572 Use after free in MediaStream,,,Microsoft Edge (Chromium-based)
"Oct 10, 2023","Oct 16, 2023",CVE-2023-44487,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-44487,MITRE: CVE-2023-44487 HTTP/2 Rapid Reset Attack,Denial of Service,Important,HTTP/2
"Oct 27, 2023","Oct 27, 2023",CVE-2023-44323,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-44323,Adobe: CVE-2023-44323 Adobe PDF Remote Code Execution Vulnerability,Remote Code Execution,Moderate,Adobe
"Oct 10, 2023","Oct 10, 2023",CVE-2023-41774,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41774,Layer 2 Tunneling Protocol Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Layer 2 Tunneling Protocol
"Oct 10, 2023","Oct 10, 2023",CVE-2023-41773,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41773,Layer 2 Tunneling Protocol Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Layer 2 Tunneling Protocol
"Oct 10, 2023","Oct 10, 2023",CVE-2023-41772,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41772,Win32k Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Win32K
"Oct 10, 2023","Oct 10, 2023",CVE-2023-41771,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41771,Layer 2 Tunneling Protocol Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Layer 2 Tunneling Protocol
"Oct 10, 2023","Oct 10, 2023",CVE-2023-41770,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41770,Layer 2 Tunneling Protocol Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Layer 2 Tunneling Protocol
"Oct 10, 2023","Oct 10, 2023",CVE-2023-41769,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41769,Layer 2 Tunneling Protocol Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Layer 2 Tunneling Protocol
"Oct 10, 2023","Oct 10, 2023",CVE-2023-41768,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41768,Layer 2 Tunneling Protocol Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Layer 2 Tunneling Protocol
"Oct 10, 2023","Oct 10, 2023",CVE-2023-41767,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41767,Layer 2 Tunneling Protocol Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Layer 2 Tunneling Protocol
"Oct 10, 2023","Oct 10, 2023",CVE-2023-41766,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41766,Windows Client Server Run-time Subsystem (CSRSS) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Client Server Run-time Subsystem (CSRSS)
"Oct 10, 2023","Oct 16, 2023",CVE-2023-41765,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41765,Layer 2 Tunneling Protocol Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Layer 2 Tunneling Protocol
"Sep 12, 2023","Sep 12, 2023",CVE-2023-41764,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41764,Microsoft Office Spoofing Vulnerability,Spoofing,Moderate,Microsoft Office
"Oct 10, 2023","Oct 10, 2023",CVE-2023-41763,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-41763,Skype for Business Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Skype for Business
"Aug 13, 2024","Sep 19, 2024",CVE-2023-40547,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-40547,Redhat: CVE-2023-40547 Shim - RCE in HTTP boot support may lead to secure boot bypass,Security Feature Bypass,Critical,Windows Secure Boot
"Sep 12, 2023","Sep 12, 2023",CVE-2023-39956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-39956,Electron: CVE-2023-39956 -Visual Studio Code Remote Code Execution Vulnerability,Remote Code Execution,Important,Visual Studio Code
"Oct 19, 2023","Jul 9, 2024",CVE-2023-38545,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38545,Hackerone: CVE-2023-38545 SOCKS5 heap buffer overflow,Remote Code Execution,Important,Windows cURL Implementation
"Aug 8, 2023","Oct 17, 2023",CVE-2023-38186,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38186,Windows Mobile Device Management Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Mobile Device Management
"Nov 14, 2023","Nov 14, 2023",CVE-2023-38177,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38177,Microsoft SharePoint Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office SharePoint
"Aug 8, 2023","Nov 28, 2023",CVE-2023-38175,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38175,Microsoft Windows Defender Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Defender
"Dec 7, 2023","Dec 14, 2023",CVE-2023-38174,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38174,Microsoft Edge (Chromium-based) Information Disclosure Vulnerability,Information Disclosure,Low,Microsoft Edge (Chromium-based)
"Oct 10, 2023","Oct 26, 2023",CVE-2023-38171,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38171,Microsoft QUIC Denial of Service Vulnerability,Denial of Service,Important,Microsoft QUIC
"Oct 10, 2023","Oct 10, 2023",CVE-2023-38166,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38166,Layer 2 Tunneling Protocol Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Layer 2 Tunneling Protocol
"Sep 12, 2023","Oct 17, 2023",CVE-2023-38164,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38164,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38163,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38163,Windows Defender Attack Surface Reduction Security Feature Bypass,Security Feature Bypass,Important,Windows Defender
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38162,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38162,DHCP Server Service Denial of Service Vulnerability,Denial of Service,Important,Windows DHCP Server
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38161,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38161,Windows GDI Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows GDI
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38160,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38160,Windows TCP/IP Information Disclosure Vulnerability,Information Disclosure,Important,Windows TCP/IP
"Oct 10, 2023","Oct 10, 2023",CVE-2023-38159,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38159,Windows Graphics Component Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Graphics Component
"Sep 12, 2023","Nov 30, 2023",CVE-2023-38156,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38156,Azure HDInsight Apache Ambari JDBC Injection Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure HDInsights
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38155,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38155,Azure DevOps Server Remote Code Execution Vulnerability,Elevation of Privilege,Important,Azure DevOps
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38152,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38152,DHCP Server Service Information Disclosure Vulnerability,Information Disclosure,Important,Windows DHCP Server
"Nov 14, 2023","Nov 14, 2023",CVE-2023-38151,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38151,Microsoft Host Integration Server 2020 Remote Code Execution Vulnerability,Remote Code Execution,Important,Azure
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38150,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38150,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38149,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38149,Windows TCP/IP Denial of Service Vulnerability,Denial of Service,Important,Windows TCP/IP
"Sep 12, 2023","Sep 28, 2023",CVE-2023-38148,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38148,Internet Connection Sharing (ICS) Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Internet Connection Sharing (ICS)
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38147,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38147,Windows Miracast Wireless Display Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Windows Codecs Library
"Sep 12, 2023","Jun 26, 2024",CVE-2023-38146,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38146,Windows Themes Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Themes
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38144,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38144,Windows Common Log File System Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Common Log File System Driver
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38143,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38143,Windows Common Log File System Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Common Log File System Driver
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38142,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38142,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38141,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38141,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38140,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38140,Windows Kernel Information Disclosure Vulnerability,Information Disclosure,Important,Windows Kernel
"Sep 12, 2023","Sep 12, 2023",CVE-2023-38139,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38139,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Oct 19, 2023","Nov 14, 2023",CVE-2023-38039,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38039,Hackerone: CVE-2023-38039 HTTP headers eat all memory,Denial of Service,Low,Windows cURL Implementation
"Aug 8, 2023","Oct 17, 2023",CVE-2023-36913,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36913,Microsoft Message Queuing Information Disclosure Vulnerability,Information Disclosure,Important,Windows Message Queuing
"Aug 8, 2023","Oct 17, 2023",CVE-2023-36908,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36908,Windows Hyper-V Information Disclosure Vulnerability,Information Disclosure,Important,Role: Windows Hyper-V
"Aug 8, 2023","Nov 6, 2023",CVE-2023-36907,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36907,Windows Cryptographic Services Information Disclosure Vulnerability,Information Disclosure,Important,Windows Cryptographic Services
"Aug 8, 2023","Nov 6, 2023",CVE-2023-36906,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36906,Windows Cryptographic Services Information Disclosure Vulnerability,Information Disclosure,Important,Windows Cryptographic Services
"Aug 8, 2023","Oct 17, 2023",CVE-2023-36905,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36905,Windows Wireless Wide Area Network Service (WwanSvc) Information Disclosure Vulnerability,Information Disclosure,Important,Windows Wireless Wide Area Network Service
"Oct 10, 2023","Oct 10, 2023",CVE-2023-36902,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36902,Windows Runtime Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Client/Server Runtime Subsystem
"Aug 8, 2023","Oct 26, 2023",CVE-2023-36899,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36899,ASP.NET Elevation of Privilege Vulnerability,Elevation of Privilege,Important,ASP.NET
"Aug 8, 2023","Sep 18, 2023",CVE-2023-36898,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36898,Tablet Windows User Interface Application Core Remote Code Execution Vulnerability,Remote Code Execution,Important,Tablet Windows User Interface
"Aug 8, 2023","Sep 4, 2023",CVE-2023-36895,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36895,Microsoft Outlook Remote Code Execution Vulnerability,Remote Code Execution,Critical,Microsoft Office Outlook
"Sep 12, 2023","Oct 17, 2023",CVE-2023-36886,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36886,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics
"Jul 11, 2023","Oct 17, 2023",CVE-2023-36884,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36884,Windows Search Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Windows Search Component
"Dec 7, 2023","Dec 14, 2023",CVE-2023-36880,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36880,Microsoft Edge (Chromium-based) Information Disclosure Vulnerability,Information Disclosure,Low,Microsoft Edge (Chromium-based)
"Dec 14, 2023","Dec 14, 2023",CVE-2023-36878,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36878,Microsoft Edge (Chromium-based) Security Feature Bypass Vulnerability,Security Feature Bypass,Low,Microsoft Edge (Chromium-based)
"Aug 8, 2023","Sep 18, 2023",CVE-2023-36876,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36876,Reliability Analysis Metrics Calculation (RacTask) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Reliability Analysis Metrics Calculation Engine
"Aug 8, 2023","Oct 24, 2023",CVE-2023-36873,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36873,.NET Framework Spoofing Vulnerability,Spoofing,Important,.NET Framework
"Aug 8, 2023","Mar 12, 2024",CVE-2023-36866,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36866,Microsoft Office Visio Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Visio
"Sep 12, 2023","Sep 22, 2023",CVE-2023-36805,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36805,Windows MSHTML Platform Security Feature Bypass Vulnerability,Remote Code Execution,Important,Windows Scripting
"Sep 12, 2023","Sep 12, 2023",CVE-2023-36804,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36804,Windows GDI Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows GDI
"Sep 12, 2023","Sep 12, 2023",CVE-2023-36803,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36803,Windows Kernel Information Disclosure Vulnerability,Information Disclosure,Important,Windows Kernel
"Sep 12, 2023","Sep 19, 2023",CVE-2023-36802,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36802,Microsoft Streaming Service Proxy Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Streaming Service
"Sep 12, 2023","Sep 12, 2023",CVE-2023-36801,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36801,DHCP Server Service Information Disclosure Vulnerability,Information Disclosure,Important,Windows DHCP Server
"Sep 12, 2023","Oct 17, 2023",CVE-2023-36800,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36800,Dynamics Finance and Operations Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics Finance & Operations
"Sep 12, 2023","Oct 24, 2023",CVE-2023-36799,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36799,.NET Core and Visual Studio Denial of Service Vulnerability,Denial of Service,Important,.NET Core & Visual Studio
"Sep 12, 2023","Dec 12, 2023",CVE-2023-36796,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36796,Visual Studio Remote Code Execution Vulnerability,Remote Code Execution,Critical,.NET and Visual Studio
"Sep 12, 2023","Dec 12, 2023",CVE-2023-36794,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36794,Visual Studio Remote Code Execution Vulnerability,Remote Code Execution,Important,.NET and Visual Studio
"Sep 12, 2023","Dec 12, 2023",CVE-2023-36793,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36793,Visual Studio Remote Code Execution Vulnerability,Remote Code Execution,Critical,.NET and Visual Studio
"Sep 12, 2023","Dec 12, 2023",CVE-2023-36792,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36792,Visual Studio Remote Code Execution Vulnerability,Remote Code Execution,Critical,.NET and Visual Studio
"Oct 10, 2023","Oct 10, 2023",CVE-2023-36790,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36790,Windows RDP Encoder Mirror Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows RDP
"Oct 10, 2023","Oct 10, 2023",CVE-2023-36789,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36789,Skype for Business Remote Code Execution Vulnerability,Remote Code Execution,Important,Skype for Business
"Sep 12, 2023","Nov 2, 2023",CVE-2023-36788,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36788,.NET Framework Remote Code Execution Vulnerability,Remote Code Execution,Important,.NET Framework
"Oct 10, 2023","Oct 10, 2023",CVE-2023-36786,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36786,Skype for Business Remote Code Execution Vulnerability,Remote Code Execution,Important,Skype for Business
"Oct 10, 2023","Oct 11, 2023",CVE-2023-36785,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36785,Microsoft ODBC Driver for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server
"Oct 10, 2023","Oct 10, 2023",CVE-2023-36780,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36780,Skype for Business Remote Code Execution Vulnerability,Remote Code Execution,Important,Skype for Business
"Oct 10, 2023","Oct 10, 2023",CVE-2023-36778,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36778,Microsoft Exchange Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Exchange Server
"Sep 12, 2023","Sep 12, 2023",CVE-2023-36777,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36777,Microsoft Exchange Server Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Exchange Server
"Oct 10, 2023","Oct 10, 2023",CVE-2023-36776,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36776,Win32k Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Win32K
"Sep 12, 2023","Sep 12, 2023",CVE-2023-36773,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36773,3D Builder Remote Code Execution Vulnerability,Remote Code Execution,Important,3D Builder
"Sep 12, 2023","Sep 12, 2023",CVE-2023-36772,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36772,3D Builder Remote Code Execution Vulnerability,Remote Code Execution,Important,3D Builder
"Sep 12, 2023","Sep 12, 2023",CVE-2023-36771,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36771,3D Builder Remote Code Execution Vulnerability,Remote Code Execution,Important,3D Builder
"Sep 12, 2023","Sep 12, 2023",CVE-2023-36770,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36770,3D Builder Remote Code Execution Vulnerability,Remote Code Execution,Important,3D Builder
