,Release date,Product,Platform,Impact,Component,CVE Title,CVE Number,CVE Number (Link),Vector String,CWE
1385,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows MSHTML Platform,Windows MSHTML Platform Security Feature Bypass Vulnerability,CVE-2023-35336,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35336,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L/E:U/RL:O/RC:C,CWE-20: Improper Input Validation
1386,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Remote Desktop Protocol,Windows Remote Desktop Protocol Security Feature Bypass,CVE-2023-35332,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35332,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,CWE-326: Inadequate Encryption Strength
1387,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Extended Negotiation,Windows Extended Negotiation Denial of Service Vulnerability,CVE-2023-35330,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35330,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,CWE-126: Buffer Over-read
1388,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Authentication,Windows Authentication Denial of Service Vulnerability,CVE-2023-35329,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35329,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,CWE-400: Uncontrolled Resource Consumption
1389,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Transaction Manager,Windows Transaction Manager Elevation of Privilege Vulnerability,CVE-2023-35328,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35328,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-197: Numeric Truncation Error
1390,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows CDP User Components,Windows CDP User Components Information Disclosure Vulnerability,CVE-2023-35326,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35326,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-908: Use of Uninitialized Resource
1391,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Print Spooler,Windows Print Spooler Information Disclosure Vulnerability,CVE-2023-35325,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35325,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-908: Use of Uninitialized Resource
1392,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Layer-2 Bridge Network Driver,Windows Layer-2 Bridge Network Driver Remote Code Execution Vulnerability,CVE-2023-35315,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35315,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-190: Integer Overflow or Wraparound
1393,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Online Certificate Status Protocol (OCSP) SnapIn,Windows Online Certificate Status Protocol (OCSP) SnapIn Remote Code Execution Vulnerability,CVE-2023-35313,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35313,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-416: Use After Free
1394,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows MSHTML Platform,Windows MSHTML Platform Security Feature Bypass Vulnerability,CVE-2023-35308,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35308,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L/E:U/RL:O/RC:C,CWE-73: External Control of File Name or Path
1395,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2023-35305,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35305,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow
1396,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2023-35304,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35304,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow
1397,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Common Log File System Driver,Windows Common Log File System Driver Elevation of Privilege Vulnerability,CVE-2023-35299,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35299,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-125: Out-of-bounds Read
1398,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Pragmatic General Multicast (PGM),Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability,CVE-2023-35297,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-35297,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-843: Access of Resource Using Incompatible Type ('Type Confusion')
1399,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Cryptographic,Windows Cryptographic Information Disclosure Vulnerability,CVE-2023-33174,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33174,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor
1400,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Cloud Files Mini Filter Driver,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,CVE-2023-33155,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33155,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-284: Improper Access Control
1401,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Partition Management Driver,Windows Partition Management Driver Elevation of Privilege Vulnerability,CVE-2023-33154,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-33154,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-367: Time-of-check Time-of-use (TOCTOU) Race Condition
1402,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Server Update Service (WSUS),Windows Server Update Service (WSUS) Elevation of Privilege Vulnerability,CVE-2023-32056,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32056,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-59: Improper Link Resolution Before File Access ('Link Following')
1403,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Installer,Windows Installer Elevation of Privilege Vulnerability,CVE-2023-32053,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32053,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-59: Improper Link Resolution Before File Access ('Link Following')
1404,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows SmartScreen,Windows SmartScreen Security Feature Bypass Vulnerability,CVE-2023-32049,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32049,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,[]
1405,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows MSHTML Platform,Windows MSHTML Platform Elevation of Privilege Vulnerability,CVE-2023-32046,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32046,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
1406,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Remote Desktop,Windows Remote Desktop Security Feature Bypass Vulnerability,CVE-2023-32043,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32043,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,CWE-327: Use of a Broken or Risky Cryptographic Algorithm
1407,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Update Orchestrator Service,Windows Update Orchestrator Service Information Disclosure Vulnerability,CVE-2023-32041,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32041,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-908: Use of Uninitialized Resource
1408,"Jul 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Layer-2 Bridge Network Driver,Windows Layer-2 Bridge Network Driver Information Disclosure Vulnerability,CVE-2023-32037,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32037,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-20: Improper Input Validation
1409,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Kernel,Windows Kernel Information Disclosure Vulnerability,CVE-2023-32019,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32019,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
1410,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Installer,Windows Installer Information Disclosure Vulnerability,CVE-2023-32016,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32016,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-908: Use of Uninitialized Resource
1411,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Pragmatic General Multicast (PGM),Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability,CVE-2023-32015,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32015,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-20: Improper Input Validation
1412,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Pragmatic General Multicast (PGM),Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability,CVE-2023-32014,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32014,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-191: Integer Underflow (Wrap or Wraparound)
1413,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Hyper-V,Windows Hyper-V Denial of Service Vulnerability,CVE-2023-32013,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32013,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,CWE-400: Uncontrolled Resource Consumption
1414,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows iSCSI Discovery Service,Windows iSCSI Discovery Service Denial of Service Vulnerability,CVE-2023-32011,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32011,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,CWE-125: Out-of-bounds Read
1415,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Collaborative Translation Framework,Windows Collaborative Translation Framework Elevation of Privilege Vulnerability,CVE-2023-32009,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32009,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-284: Improper Access Control
1416,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Resilient File System (ReFS),Windows Resilient File System (ReFS) Remote Code Execution Vulnerability,CVE-2023-32008,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-32008,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-476: NULL Pointer Dereference
1417,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows GDI,Windows GDI Elevation of Privilege Vulnerability,CVE-2023-29371,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29371,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-20: Improper Input Validation
1418,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Media,Windows Media Remote Code Execution Vulnerability,CVE-2023-29370,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29370,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow
1419,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Filtering Platform,Windows Filtering Platform Elevation of Privilege Vulnerability,CVE-2023-29368,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29368,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-415: Double Free
1420,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Media,Windows Media Remote Code Execution Vulnerability,CVE-2023-29365,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29365,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-416: Use After Free
1421,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Authentication,Windows Authentication Elevation of Privilege Vulnerability,CVE-2023-29364,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29364,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C,CWE-190: Integer Overflow or Wraparound
1422,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Pragmatic General Multicast (PGM),Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability,CVE-2023-29363,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29363,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow
1423,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows GDI,Windows GDI Elevation of Privilege Vulnerability,CVE-2023-29358,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29358,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-416: Use After Free
1424,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Remote Desktop,Windows Remote Desktop Security Feature Bypass Vulnerability,CVE-2023-29352,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29352,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C,[]
1425,"Jun 13, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Group Policy,Windows Group Policy Elevation of Privilege Vulnerability,CVE-2023-29351,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29351,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H/E:U/RL:O/RC:C,CWE-59: Improper Link Resolution Before File Access ('Link Following')
1426,"May 9, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows OLE,Windows OLE Remote Code Execution Vulnerability,CVE-2023-29325,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29325,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C,CWE-416: Use After Free
1427,"May 9, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows MSHTML Platform,Windows MSHTML Platform Security Feature Bypass Vulnerability,CVE-2023-29324,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-29324,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L/E:U/RL:O/RC:C,CWE-73: External Control of File Name or Path
1428,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Kernel,Windows Kernel Denial of Service Vulnerability,CVE-2023-28298,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28298,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,[]
1429,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Remote Procedure Call Service (RPCSS),Windows Remote Procedure Call Service (RPCSS) Elevation of Privilege Vulnerability,CVE-2023-28297,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28297,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-416: Use After Free
1430,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2023-28293,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28293,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-191: Integer Underflow (Wrap or Wraparound)
1431,"May 9, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Lightweight Directory Access Protocol (LDAP),Windows Lightweight Directory Access Protocol (LDAP) Remote Code Execution Vulnerability,CVE-2023-28283,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28283,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-591: Sensitive Data Storage in Improperly Locked Memory
1432,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Group Policy,Windows Group Policy Security Feature Bypass Vulnerability,CVE-2023-28276,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28276,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:L/E:U/RL:O/RC:C,[]
1433,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Win32k,Windows Win32k Elevation of Privilege Vulnerability,CVE-2023-28274,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28274,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C,CWE-20: Improper Input Validation
1434,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Clip Service,Windows Clip Service Elevation of Privilege Vulnerability,CVE-2023-28273,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28273,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-591: Sensitive Data Storage in Improperly Locked Memory
1435,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2023-28272,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28272,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-191: Integer Underflow (Wrap or Wraparound)
1436,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Kernel Memory,Windows Kernel Memory Information Disclosure Vulnerability,CVE-2023-28271,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28271,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor
1437,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Lock Screen,Windows Lock Screen Security Feature Bypass Vulnerability,CVE-2023-28270,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28270,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
1438,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Boot Manager,Windows Boot Manager Security Feature Bypass Vulnerability,CVE-2023-28269,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28269,CVSS:3.1/AV:P/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow
1439,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Common Log File System Driver,Windows Common Log File System Driver Information Disclosure Vulnerability,CVE-2023-28266,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28266,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-126: Buffer Over-read
1440,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Kernel,Windows Kernel Information Disclosure Vulnerability,CVE-2023-28253,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28253,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
1441,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Common Log File System Driver,Windows Common Log File System Driver Elevation of Privilege Vulnerability,CVE-2023-28252,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28252,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow
1442,"May 9, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Driver Revocation List,Windows Driver Revocation List Security Feature Bypass Vulnerability,CVE-2023-28251,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28251,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C,[]
1443,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Pragmatic General Multicast (PGM),Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability,CVE-2023-28250,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28250,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-191: Integer Underflow (Wrap or Wraparound)
1444,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Boot Manager,Windows Boot Manager Security Feature Bypass Vulnerability,CVE-2023-28249,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28249,CVSS:3.1/AV:P/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
1445,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2023-28248,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28248,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-190: Integer Overflow or Wraparound
1446,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Secure Socket Tunneling Protocol (SSTP),Windows Secure Socket Tunneling Protocol (SSTP) Denial of Service Vulnerability,CVE-2023-28241,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28241,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,[]
1447,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Internet Key Exchange (IKE) Protocol Extensions,Windows Internet Key Exchange (IKE) Protocol Extensions Remote Code Execution Vulnerability,CVE-2023-28238,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28238,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-591: Sensitive Data Storage in Improperly Locked Memory
1448,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Kernel,Windows Kernel Remote Code Execution Vulnerability,CVE-2023-28237,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28237,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-190: Integer Overflow or Wraparound
1449,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2023-28236,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28236,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-591: Sensitive Data Storage in Improperly Locked Memory
1450,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Lock Screen,Windows Lock Screen Security Feature Bypass Vulnerability,CVE-2023-28235,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28235,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
1451,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Point-to-Point Tunneling Protocol,Windows Point-to-Point Tunneling Protocol Remote Code Execution Vulnerability,CVE-2023-28232,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28232,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
1452,"Apr 11, 2023",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows CNG Key Isolation Service,Windows CNG Key Isolation Service Elevation of Privilege Vulnerability,CVE-2023-28229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28229,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-591: Sensitive Data Storage in Improperly Locked Memory
