cwe,relationship,target_cwe
CWE-756: Missing Custom Error Page,CanPrecede,CWE-209: Generation of Error Message Containing Sensitive Information
CWE-756: Missing Custom Error Page,MemberOf,"CWE-389: Error Conditions, Return Values, Status Codes"
CWE-757: Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),ChildOf,CWE-693: Protection Mechanism Failure
CWE-757: Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),PeerOf,CWE-1328: Security Version Number Mutable to Older Versions
CWE-757: Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),MemberOf,CWE-1013: Encrypt Data
"CWE-758: Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",ChildOf,CWE-710: Improper Adherence to Coding Standards
"CWE-758: Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",ParentOf,CWE-474: Use of Function with Inconsistent Implementations
"CWE-758: Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",ParentOf,CWE-562: Return of Stack Variable Address
"CWE-758: Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",ParentOf,CWE-587: Assignment of a Fixed Address to a Pointer
"CWE-758: Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",ParentOf,CWE-588: Attempt to Access Child of a Non-structure Pointer
"CWE-758: Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",ParentOf,CWE-1038: Insecure Automated Optimizations
"CWE-758: Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",ParentOf,CWE-1102: Reliance on Machine-Dependent Data Representation
"CWE-758: Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",ParentOf,CWE-1103: Use of Platform-Dependent Third Party Components
"CWE-758: Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",ParentOf,CWE-1105: Insufficient Encapsulation of Machine-Dependent Functionality
CWE-759: Use of a One-Way Hash without a Salt,ChildOf,CWE-916: Use of Password Hash With Insufficient Computational Effort
CWE-759: Use of a One-Way Hash without a Salt,MemberOf,CWE-1013: Encrypt Data
CWE-760: Use of a One-Way Hash with a Predictable Salt,ChildOf,CWE-916: Use of Password Hash With Insufficient Computational Effort
CWE-760: Use of a One-Way Hash with a Predictable Salt,MemberOf,CWE-1013: Encrypt Data
CWE-761: Free of Pointer not at Start of Buffer,ChildOf,CWE-763: Release of Invalid Pointer or Reference
CWE-761: Free of Pointer not at Start of Buffer,ChildOf,CWE-404: Improper Resource Shutdown or Release
CWE-762: Mismatched Memory Management Routines,ChildOf,CWE-763: Release of Invalid Pointer or Reference
CWE-762: Mismatched Memory Management Routines,ParentOf,CWE-590: Free of Memory not on the Heap
CWE-762: Mismatched Memory Management Routines,ChildOf,CWE-404: Improper Resource Shutdown or Release
CWE-763: Release of Invalid Pointer or Reference,ChildOf,CWE-404: Improper Resource Shutdown or Release
CWE-763: Release of Invalid Pointer or Reference,ParentOf,CWE-761: Free of Pointer not at Start of Buffer
CWE-763: Release of Invalid Pointer or Reference,ParentOf,CWE-762: Mismatched Memory Management Routines
CWE-763: Release of Invalid Pointer or Reference,MemberOf,CWE-399: Resource Management Errors
CWE-763: Release of Invalid Pointer or Reference,MemberOf,CWE-465: Pointer Issues
CWE-763: Release of Invalid Pointer or Reference,ChildOf,CWE-404: Improper Resource Shutdown or Release
CWE-763: Release of Invalid Pointer or Reference,ChildOf,CWE-404: Improper Resource Shutdown or Release
CWE-764: Multiple Locks of a Critical Resource,ChildOf,CWE-675: Multiple Operations on Resource in Single-Operation Context
CWE-764: Multiple Locks of a Critical Resource,ChildOf,CWE-667: Improper Locking
CWE-764: Multiple Locks of a Critical Resource,MemberOf,CWE-411: Resource Locking Problems
CWE-764: Multiple Locks of a Critical Resource,ChildOf,CWE-662: Improper Synchronization
CWE-764: Multiple Locks of a Critical Resource,ChildOf,CWE-662: Improper Synchronization
CWE-765: Multiple Unlocks of a Critical Resource,ChildOf,CWE-675: Multiple Operations on Resource in Single-Operation Context
CWE-765: Multiple Unlocks of a Critical Resource,ChildOf,CWE-667: Improper Locking
CWE-765: Multiple Unlocks of a Critical Resource,MemberOf,CWE-411: Resource Locking Problems
CWE-766: Critical Data Element Declared Public,ChildOf,CWE-1061: Insufficient Encapsulation
CWE-766: Critical Data Element Declared Public,ChildOf,CWE-732: Incorrect Permission Assignment for Critical Resource
CWE-766: Critical Data Element Declared Public,MemberOf,CWE-275: Permission Issues
CWE-767: Access to Critical Private Variable via Public Method,ChildOf,CWE-668: Exposure of Resource to Wrong Sphere
CWE-767: Access to Critical Private Variable via Public Method,MemberOf,CWE-275: Permission Issues
CWE-768: Incorrect Short Circuit Evaluation,ChildOf,CWE-691: Insufficient Control Flow Management
CWE-770: Allocation of Resources Without Limits or Throttling,ChildOf,CWE-665: Improper Initialization
CWE-770: Allocation of Resources Without Limits or Throttling,ChildOf,CWE-400: Uncontrolled Resource Consumption
CWE-770: Allocation of Resources Without Limits or Throttling,ParentOf,CWE-774: Allocation of File Descriptors or Handles Without Limits or Throttling
CWE-770: Allocation of Resources Without Limits or Throttling,ParentOf,CWE-789: Memory Allocation with Excessive Size Value
CWE-770: Allocation of Resources Without Limits or Throttling,ParentOf,CWE-1325: Improperly Controlled Sequential Memory Allocation
CWE-770: Allocation of Resources Without Limits or Throttling,CanFollow,CWE-20: Improper Input Validation
CWE-770: Allocation of Resources Without Limits or Throttling,MemberOf,CWE-399: Resource Management Errors
CWE-770: Allocation of Resources Without Limits or Throttling,MemberOf,CWE-840: Business Logic Errors
CWE-770: Allocation of Resources Without Limits or Throttling,ChildOf,CWE-400: Uncontrolled Resource Consumption
CWE-770: Allocation of Resources Without Limits or Throttling,MemberOf,CWE-1011: Authorize Actors
CWE-771: Missing Reference to Active Allocated Resource,ChildOf,CWE-400: Uncontrolled Resource Consumption
CWE-771: Missing Reference to Active Allocated Resource,ParentOf,CWE-773: Missing Reference to Active File Descriptor or Handle
CWE-771: Missing Reference to Active Allocated Resource,MemberOf,CWE-399: Resource Management Errors
CWE-772: Missing Release of Resource after Effective Lifetime,ChildOf,CWE-404: Improper Resource Shutdown or Release
CWE-772: Missing Release of Resource after Effective Lifetime,ParentOf,CWE-401: Missing Release of Memory after Effective Lifetime
CWE-772: Missing Release of Resource after Effective Lifetime,ParentOf,CWE-775: Missing Release of File Descriptor or Handle after Effective Lifetime
CWE-772: Missing Release of Resource after Effective Lifetime,ParentOf,CWE-1091: Use of Object without Invoking Destructor Method
CWE-772: Missing Release of Resource after Effective Lifetime,CanFollow,CWE-911: Improper Update of Reference Count
CWE-772: Missing Release of Resource after Effective Lifetime,MemberOf,CWE-399: Resource Management Errors
CWE-772: Missing Release of Resource after Effective Lifetime,ChildOf,CWE-404: Improper Resource Shutdown or Release
CWE-772: Missing Release of Resource after Effective Lifetime,ChildOf,CWE-404: Improper Resource Shutdown or Release
CWE-772: Missing Release of Resource after Effective Lifetime,ChildOf,CWE-404: Improper Resource Shutdown or Release
CWE-773: Missing Reference to Active File Descriptor or Handle,ChildOf,CWE-771: Missing Reference to Active Allocated Resource
CWE-774: Allocation of File Descriptors or Handles Without Limits or Throttling,ChildOf,CWE-770: Allocation of Resources Without Limits or Throttling
CWE-775: Missing Release of File Descriptor or Handle after Effective Lifetime,ChildOf,CWE-772: Missing Release of Resource after Effective Lifetime
CWE-775: Missing Release of File Descriptor or Handle after Effective Lifetime,ChildOf,CWE-404: Improper Resource Shutdown or Release
CWE-775: Missing Release of File Descriptor or Handle after Effective Lifetime,ChildOf,CWE-404: Improper Resource Shutdown or Release
CWE-776: Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),ChildOf,CWE-405: Asymmetric Resource Consumption (Amplification)
CWE-776: Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),ChildOf,CWE-674: Uncontrolled Recursion
CWE-776: Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),CanFollow,CWE-827: Improper Control of Document Type Definition
CWE-776: Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),MemberOf,CWE-19: Data Processing Errors
CWE-776: Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),ChildOf,CWE-674: Uncontrolled Recursion
CWE-777: Regular Expression without Anchors,ChildOf,CWE-625: Permissive Regular Expression
CWE-778: Insufficient Logging,ChildOf,CWE-693: Protection Mechanism Failure
CWE-778: Insufficient Logging,ChildOf,CWE-223: Omission of Security-relevant Information
CWE-778: Insufficient Logging,MemberOf,CWE-1210: Audit / Logging Errors
CWE-778: Insufficient Logging,MemberOf,CWE-1009: Audit
CWE-779: Logging of Excessive Data,ChildOf,CWE-400: Uncontrolled Resource Consumption
CWE-779: Logging of Excessive Data,MemberOf,CWE-1210: Audit / Logging Errors
CWE-779: Logging of Excessive Data,MemberOf,CWE-1009: Audit
CWE-780: Use of RSA Algorithm without OAEP,ChildOf,CWE-327: Use of a Broken or Risky Cryptographic Algorithm
CWE-780: Use of RSA Algorithm without OAEP,MemberOf,CWE-1013: Encrypt Data
CWE-781: Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,ChildOf,"CWE-1285: Improper Validation of Specified Index, Position, or Offset in Input"
CWE-781: Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,CanFollow,CWE-782: Exposed IOCTL with Insufficient Access Control
CWE-781: Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,CanPrecede,CWE-822: Untrusted Pointer Dereference
CWE-782: Exposed IOCTL with Insufficient Access Control,ChildOf,CWE-749: Exposed Dangerous Method or Function
CWE-782: Exposed IOCTL with Insufficient Access Control,CanPrecede,CWE-781: Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code
CWE-782: Exposed IOCTL with Insufficient Access Control,MemberOf,CWE-1011: Authorize Actors
CWE-783: Operator Precedence Logic Error,ChildOf,CWE-670: Always-Incorrect Control Flow Implementation
CWE-783: Operator Precedence Logic Error,MemberOf,CWE-438: Behavioral Problems
CWE-783: Operator Precedence Logic Error,MemberOf,CWE-569: Expression Issues
CWE-784: Reliance on Cookies without Validation and Integrity Checking in a Security Decision,ChildOf,CWE-807: Reliance on Untrusted Inputs in a Security Decision
CWE-784: Reliance on Cookies without Validation and Integrity Checking in a Security Decision,ChildOf,CWE-565: Reliance on Cookies without Validation and Integrity Checking
CWE-784: Reliance on Cookies without Validation and Integrity Checking in a Security Decision,MemberOf,CWE-1012: Cross Cutting
CWE-785: Use of Path Manipulation Function without Maximum-sized Buffer,ChildOf,CWE-120: Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')
CWE-785: Use of Path Manipulation Function without Maximum-sized Buffer,ChildOf,CWE-676: Use of Potentially Dangerous Function
CWE-785: Use of Path Manipulation Function without Maximum-sized Buffer,ChildOf,CWE-20: Improper Input Validation
CWE-786: Access of Memory Location Before Start of Buffer,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-786: Access of Memory Location Before Start of Buffer,ParentOf,CWE-124: Buffer Underwrite ('Buffer Underflow')
CWE-786: Access of Memory Location Before Start of Buffer,ParentOf,CWE-127: Buffer Under-read
CWE-786: Access of Memory Location Before Start of Buffer,MemberOf,CWE-1218: Memory Buffer Errors
CWE-786: Access of Memory Location Before Start of Buffer,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-786: Access of Memory Location Before Start of Buffer,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-787: Out-of-bounds Write,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-787: Out-of-bounds Write,ParentOf,CWE-121: Stack-based Buffer Overflow
CWE-787: Out-of-bounds Write,ParentOf,CWE-122: Heap-based Buffer Overflow
CWE-787: Out-of-bounds Write,ParentOf,CWE-123: Write-what-where Condition
CWE-787: Out-of-bounds Write,ParentOf,CWE-124: Buffer Underwrite ('Buffer Underflow')
CWE-787: Out-of-bounds Write,CanFollow,CWE-822: Untrusted Pointer Dereference
CWE-787: Out-of-bounds Write,CanFollow,CWE-823: Use of Out-of-range Pointer Offset
CWE-787: Out-of-bounds Write,CanFollow,CWE-824: Access of Uninitialized Pointer
CWE-787: Out-of-bounds Write,CanFollow,CWE-825: Expired Pointer Dereference
CWE-787: Out-of-bounds Write,MemberOf,CWE-1218: Memory Buffer Errors
CWE-787: Out-of-bounds Write,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-787: Out-of-bounds Write,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-787: Out-of-bounds Write,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-788: Access of Memory Location After End of Buffer,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-788: Access of Memory Location After End of Buffer,ParentOf,CWE-121: Stack-based Buffer Overflow
CWE-788: Access of Memory Location After End of Buffer,ParentOf,CWE-122: Heap-based Buffer Overflow
CWE-788: Access of Memory Location After End of Buffer,ParentOf,CWE-126: Buffer Over-read
CWE-788: Access of Memory Location After End of Buffer,MemberOf,CWE-1218: Memory Buffer Errors
CWE-788: Access of Memory Location After End of Buffer,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-788: Access of Memory Location After End of Buffer,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-789: Memory Allocation with Excessive Size Value,ChildOf,CWE-770: Allocation of Resources Without Limits or Throttling
CWE-789: Memory Allocation with Excessive Size Value,PeerOf,CWE-1325: Improperly Controlled Sequential Memory Allocation
CWE-789: Memory Allocation with Excessive Size Value,CanFollow,CWE-129: Improper Validation of Array Index
CWE-789: Memory Allocation with Excessive Size Value,CanFollow,CWE-1284: Improper Validation of Specified Quantity in Input
CWE-789: Memory Allocation with Excessive Size Value,CanPrecede,CWE-476: NULL Pointer Dereference
CWE-790: Improper Filtering of Special Elements,ChildOf,CWE-138: Improper Neutralization of Special Elements
CWE-790: Improper Filtering of Special Elements,ParentOf,CWE-791: Incomplete Filtering of Special Elements
CWE-790: Improper Filtering of Special Elements,MemberOf,CWE-1019: Validate Inputs
CWE-791: Incomplete Filtering of Special Elements,ChildOf,CWE-790: Improper Filtering of Special Elements
CWE-791: Incomplete Filtering of Special Elements,ParentOf,CWE-792: Incomplete Filtering of One or More Instances of Special Elements
CWE-791: Incomplete Filtering of Special Elements,ParentOf,CWE-795: Only Filtering Special Elements at a Specified Location
CWE-791: Incomplete Filtering of Special Elements,MemberOf,CWE-137: Data Neutralization Issues
CWE-791: Incomplete Filtering of Special Elements,MemberOf,CWE-1019: Validate Inputs
CWE-792: Incomplete Filtering of One or More Instances of Special Elements,ChildOf,CWE-791: Incomplete Filtering of Special Elements
CWE-792: Incomplete Filtering of One or More Instances of Special Elements,ParentOf,CWE-793: Only Filtering One Instance of a Special Element
CWE-792: Incomplete Filtering of One or More Instances of Special Elements,ParentOf,CWE-794: Incomplete Filtering of Multiple Instances of Special Elements
CWE-792: Incomplete Filtering of One or More Instances of Special Elements,MemberOf,CWE-1019: Validate Inputs
CWE-793: Only Filtering One Instance of a Special Element,ChildOf,CWE-792: Incomplete Filtering of One or More Instances of Special Elements
CWE-793: Only Filtering One Instance of a Special Element,MemberOf,CWE-1019: Validate Inputs
CWE-794: Incomplete Filtering of Multiple Instances of Special Elements,ChildOf,CWE-792: Incomplete Filtering of One or More Instances of Special Elements
CWE-794: Incomplete Filtering of Multiple Instances of Special Elements,MemberOf,CWE-1019: Validate Inputs
CWE-795: Only Filtering Special Elements at a Specified Location,ChildOf,CWE-791: Incomplete Filtering of Special Elements
CWE-795: Only Filtering Special Elements at a Specified Location,ParentOf,CWE-796: Only Filtering Special Elements Relative to a Marker
CWE-795: Only Filtering Special Elements at a Specified Location,ParentOf,CWE-797: Only Filtering Special Elements at an Absolute Position
CWE-795: Only Filtering Special Elements at a Specified Location,MemberOf,CWE-1019: Validate Inputs
CWE-796: Only Filtering Special Elements Relative to a Marker,ChildOf,CWE-795: Only Filtering Special Elements at a Specified Location
CWE-796: Only Filtering Special Elements Relative to a Marker,MemberOf,CWE-1019: Validate Inputs
CWE-797: Only Filtering Special Elements at an Absolute Position,ChildOf,CWE-795: Only Filtering Special Elements at a Specified Location
CWE-797: Only Filtering Special Elements at an Absolute Position,MemberOf,CWE-1019: Validate Inputs
CWE-798: Use of Hard-coded Credentials,ChildOf,CWE-344: Use of Invariant Value in Dynamically Changing Context
CWE-798: Use of Hard-coded Credentials,ChildOf,CWE-671: Lack of Administrator Control over Security
CWE-798: Use of Hard-coded Credentials,ChildOf,CWE-1391: Use of Weak Credentials
CWE-798: Use of Hard-coded Credentials,ParentOf,CWE-259: Use of Hard-coded Password
CWE-798: Use of Hard-coded Credentials,ParentOf,CWE-321: Use of Hard-coded Cryptographic Key
CWE-798: Use of Hard-coded Credentials,PeerOf,CWE-257: Storing Passwords in a Recoverable Format
CWE-798: Use of Hard-coded Credentials,MemberOf,CWE-255: Credentials Management Errors
CWE-798: Use of Hard-coded Credentials,MemberOf,CWE-320: Key Management Errors
CWE-798: Use of Hard-coded Credentials,ChildOf,CWE-287: Improper Authentication
CWE-798: Use of Hard-coded Credentials,MemberOf,CWE-1010: Authenticate Actors
CWE-798: Use of Hard-coded Credentials,ParentOf,CWE-259: Use of Hard-coded Password
CWE-798: Use of Hard-coded Credentials,ParentOf,CWE-321: Use of Hard-coded Cryptographic Key
CWE-798: Use of Hard-coded Credentials,ParentOf,CWE-259: Use of Hard-coded Password
CWE-798: Use of Hard-coded Credentials,ParentOf,CWE-321: Use of Hard-coded Cryptographic Key
CWE-799: Improper Control of Interaction Frequency,ChildOf,CWE-691: Insufficient Control Flow Management
CWE-799: Improper Control of Interaction Frequency,ParentOf,CWE-307: Improper Restriction of Excessive Authentication Attempts
CWE-799: Improper Control of Interaction Frequency,ParentOf,"CWE-837: Improper Enforcement of a Single, Unique Action"
CWE-804: Guessable CAPTCHA,ChildOf,CWE-1390: Weak Authentication
CWE-804: Guessable CAPTCHA,ChildOf,CWE-863: Incorrect Authorization
CWE-804: Guessable CAPTCHA,CanFollow,CWE-330: Use of Insufficiently Random Values
CWE-804: Guessable CAPTCHA,MemberOf,CWE-1211: Authentication Errors
CWE-805: Buffer Access with Incorrect Length Value,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-805: Buffer Access with Incorrect Length Value,ParentOf,CWE-806: Buffer Access Using Size of Source Buffer
CWE-805: Buffer Access with Incorrect Length Value,CanFollow,CWE-130: Improper Handling of Length Parameter Inconsistency
CWE-805: Buffer Access with Incorrect Length Value,MemberOf,CWE-1218: Memory Buffer Errors
CWE-805: Buffer Access with Incorrect Length Value,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-805: Buffer Access with Incorrect Length Value,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-806: Buffer Access Using Size of Source Buffer,ChildOf,CWE-805: Buffer Access with Incorrect Length Value
CWE-807: Reliance on Untrusted Inputs in a Security Decision,ChildOf,CWE-693: Protection Mechanism Failure
CWE-807: Reliance on Untrusted Inputs in a Security Decision,ParentOf,CWE-302: Authentication Bypass by Assumed-Immutable Data
CWE-807: Reliance on Untrusted Inputs in a Security Decision,ParentOf,CWE-350: Reliance on Reverse DNS Resolution for a Security-Critical Action
CWE-807: Reliance on Untrusted Inputs in a Security Decision,ParentOf,CWE-784: Reliance on Cookies without Validation and Integrity Checking in a Security Decision
CWE-807: Reliance on Untrusted Inputs in a Security Decision,MemberOf,CWE-1006: Bad Coding Practices
CWE-807: Reliance on Untrusted Inputs in a Security Decision,MemberOf,CWE-1012: Cross Cutting
CWE-820: Missing Synchronization,ChildOf,CWE-662: Improper Synchronization
CWE-820: Missing Synchronization,ParentOf,CWE-543: Use of Singleton Pattern Without Synchronization in a Multithreaded Context
CWE-820: Missing Synchronization,ParentOf,CWE-567: Unsynchronized Access to Shared Data in a Multithreaded Context
CWE-820: Missing Synchronization,ParentOf,CWE-1096: Singleton Class Instance Creation without Proper Locking or Synchronization
CWE-820: Missing Synchronization,MemberOf,CWE-557: Concurrency Issues
CWE-820: Missing Synchronization,ChildOf,CWE-662: Improper Synchronization
CWE-820: Missing Synchronization,ChildOf,CWE-662: Improper Synchronization
CWE-821: Incorrect Synchronization,ChildOf,CWE-662: Improper Synchronization
CWE-821: Incorrect Synchronization,ParentOf,CWE-572: Call to Thread run() instead of start()
CWE-821: Incorrect Synchronization,ParentOf,CWE-574: EJB Bad Practices: Use of Synchronization Primitives
CWE-821: Incorrect Synchronization,ParentOf,CWE-1088: Synchronous Access of Remote Resource without Timeout
CWE-821: Incorrect Synchronization,ParentOf,CWE-1264: Hardware Logic with Insecure De-Synchronization between Control and Data Channels
CWE-821: Incorrect Synchronization,MemberOf,CWE-557: Concurrency Issues
CWE-821: Incorrect Synchronization,ChildOf,CWE-662: Improper Synchronization
CWE-821: Incorrect Synchronization,ChildOf,CWE-662: Improper Synchronization
CWE-822: Untrusted Pointer Dereference,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-822: Untrusted Pointer Dereference,CanFollow,CWE-781: Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code
CWE-822: Untrusted Pointer Dereference,CanPrecede,CWE-125: Out-of-bounds Read
CWE-822: Untrusted Pointer Dereference,CanPrecede,CWE-787: Out-of-bounds Write
CWE-822: Untrusted Pointer Dereference,MemberOf,CWE-465: Pointer Issues
CWE-822: Untrusted Pointer Dereference,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-822: Untrusted Pointer Dereference,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-823: Use of Out-of-range Pointer Offset,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-823: Use of Out-of-range Pointer Offset,CanFollow,CWE-129: Improper Validation of Array Index
CWE-823: Use of Out-of-range Pointer Offset,CanPrecede,CWE-125: Out-of-bounds Read
CWE-823: Use of Out-of-range Pointer Offset,CanPrecede,CWE-787: Out-of-bounds Write
CWE-823: Use of Out-of-range Pointer Offset,MemberOf,CWE-465: Pointer Issues
CWE-823: Use of Out-of-range Pointer Offset,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-823: Use of Out-of-range Pointer Offset,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-824: Access of Uninitialized Pointer,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-824: Access of Uninitialized Pointer,CanPrecede,CWE-125: Out-of-bounds Read
CWE-824: Access of Uninitialized Pointer,CanPrecede,CWE-787: Out-of-bounds Write
CWE-824: Access of Uninitialized Pointer,MemberOf,CWE-465: Pointer Issues
CWE-824: Access of Uninitialized Pointer,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-824: Access of Uninitialized Pointer,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-824: Access of Uninitialized Pointer,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-825: Expired Pointer Dereference,ChildOf,CWE-672: Operation on a Resource after Expiration or Release
CWE-825: Expired Pointer Dereference,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-825: Expired Pointer Dereference,ParentOf,CWE-415: Double Free
CWE-825: Expired Pointer Dereference,ParentOf,CWE-416: Use After Free
CWE-825: Expired Pointer Dereference,CanFollow,CWE-562: Return of Stack Variable Address
CWE-825: Expired Pointer Dereference,CanPrecede,CWE-125: Out-of-bounds Read
CWE-825: Expired Pointer Dereference,CanPrecede,CWE-787: Out-of-bounds Write
CWE-825: Expired Pointer Dereference,MemberOf,CWE-465: Pointer Issues
CWE-825: Expired Pointer Dereference,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-825: Expired Pointer Dereference,ChildOf,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer
CWE-1047: Modules with Circular Dependencies,ChildOf,CWE-1120: Excessive Code Complexity
CWE-1047: Modules with Circular Dependencies,MemberOf,CWE-1226: Complexity Issues
CWE-1048: Invokable Control Element with Large Number of Outward Calls,ChildOf,CWE-710: Improper Adherence to Coding Standards
CWE-1048: Invokable Control Element with Large Number of Outward Calls,MemberOf,CWE-1006: Bad Coding Practices
CWE-1049: Excessive Data Query Operations in a Large Data Table,ChildOf,CWE-1176: Inefficient CPU Computation
CWE-1049: Excessive Data Query Operations in a Large Data Table,MemberOf,CWE-1006: Bad Coding Practices
CWE-1050: Excessive Platform Resource Consumption within a Loop,ChildOf,CWE-405: Asymmetric Resource Consumption (Amplification)
CWE-1050: Excessive Platform Resource Consumption within a Loop,MemberOf,CWE-1006: Bad Coding Practices
CWE-1051: Initialization with Hard-Coded Network Resource Configuration Data,ChildOf,CWE-1419: Incorrect Initialization of Resource
CWE-1051: Initialization with Hard-Coded Network Resource Configuration Data,MemberOf,CWE-452: Initialization and Cleanup Errors
CWE-1052: Excessive Use of Hard-Coded Literals in Initialization,ChildOf,CWE-1419: Incorrect Initialization of Resource
CWE-1052: Excessive Use of Hard-Coded Literals in Initialization,MemberOf,CWE-452: Initialization and Cleanup Errors
CWE-1053: Missing Documentation for Design,ChildOf,CWE-1059: Insufficient Technical Documentation
CWE-1053: Missing Documentation for Design,MemberOf,CWE-1225: Documentation Issues
CWE-1053: Missing Documentation for Design,MemberOf,CWE-1208: Cross-Cutting Problems
CWE-1054: Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer,ChildOf,CWE-1061: Insufficient Encapsulation
CWE-1054: Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer,MemberOf,CWE-1227: Encapsulation Issues
CWE-1055: Multiple Inheritance from Concrete Classes,ChildOf,CWE-1093: Excessively Complex Data Representation
CWE-1055: Multiple Inheritance from Concrete Classes,MemberOf,CWE-1226: Complexity Issues
CWE-1056: Invokable Control Element with Variadic Parameters,ChildOf,CWE-1120: Excessive Code Complexity
CWE-1056: Invokable Control Element with Variadic Parameters,MemberOf,CWE-1226: Complexity Issues
CWE-1057: Data Access Operations Outside of Expected Data Manager Component,ChildOf,CWE-1061: Insufficient Encapsulation
CWE-1057: Data Access Operations Outside of Expected Data Manager Component,MemberOf,CWE-1227: Encapsulation Issues
CWE-1058: Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member,ChildOf,CWE-662: Improper Synchronization
CWE-1058: Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member,MemberOf,CWE-557: Concurrency Issues
CWE-1058: Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member,ChildOf,CWE-662: Improper Synchronization
CWE-1058: Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member,ChildOf,CWE-662: Improper Synchronization
CWE-1059: Insufficient Technical Documentation,ChildOf,CWE-710: Improper Adherence to Coding Standards
CWE-1059: Insufficient Technical Documentation,ParentOf,CWE-1053: Missing Documentation for Design
CWE-1059: Insufficient Technical Documentation,ParentOf,CWE-1110: Incomplete Design Documentation
CWE-1059: Insufficient Technical Documentation,ParentOf,CWE-1111: Incomplete I/O Documentation
CWE-1059: Insufficient Technical Documentation,ParentOf,CWE-1112: Incomplete Documentation of Program Execution
CWE-1059: Insufficient Technical Documentation,ParentOf,CWE-1118: Insufficient Documentation of Error Handling Techniques
CWE-1059: Insufficient Technical Documentation,MemberOf,CWE-1195: Manufacturing and Life Cycle Management Concerns
CWE-1059: Insufficient Technical Documentation,MemberOf,CWE-1208: Cross-Cutting Problems
